source_id,derived_from,configuration,beta_deg,rudder_deg,alpha_deg,omega_b_over_2V,zero_replicate,dCA_vertical,dCN_vertical,dCm_vertical,dCY_vertical,dCl_vertical,dCn_vertical,derivation,qa_status
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,-0.30,,0.003,-0.03,0.024,-0.036,-0.0034,0.0084,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,-0.20,,0.003,-0.04,0.026,-0.027,-0.0008,0.0023,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,-0.10,,0.008,-0.01,0.022,-0.035,-0.0017,-0.0026,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,-0.05,,0.007,-0.03,0.023,-0.037,-0.0019,0.0009,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,0.00,1,0.000,0.00,0.024,-0.006,0.0014,-0.0023,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,0.00,2,-0.004,0.08,0.026,0.004,0.0019,-0.0011,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,0.05,,0.016,0.04,0.030,-0.024,0.0003,-0.0036,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,0.10,,0.017,0.00,0.018,-0.031,-0.0011,-0.0032,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,0.20,,0.012,-0.01,0.015,-0.020,-0.0045,-0.0125,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,50,0.30,,0.009,-0.01,0.006,0.022,0.0023,-0.0100,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,-0.40,,0.003,0.03,0.052,-0.055,-0.0064,0.0174,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,-0.30,,-0.009,0.04,0.037,-0.015,-0.0056,0.0094,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,-0.20,,-0.018,0.05,0.023,0.004,-0.0028,0.0046,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,-0.10,,-0.025,0.05,0.014,0.005,-0.0018,0.0006,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,-0.05,,-0.026,0.04,0.007,0.008,-0.0009,-0.0009,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,0.00,1,-0.017,-0.03,0.013,-0.008,-0.0003,-0.0005,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,0.00,2,-0.025,-0.02,0.009,-0.006,-0.0009,-0.0006,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,0.05,,-0.026,0.11,0.046,0.016,-0.0005,-0.0054,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,0.10,,-0.026,0.14,0.014,0.036,-0.0013,-0.0056,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,0.20,,-0.023,0.14,0.024,0.037,-0.0002,-0.0069,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,0.30,,-0.014,0.11,0.032,0.059,0.0040,-0.0120,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,55,0.40,,-0.005,0.10,0.052,0.074,0.0043,-0.0238,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,-0.40,,0.000,-0.01,0.049,-0.058,-0.0071,0.0184,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,-0.30,,0.003,-0.02,0.029,-0.034,-0.0051,0.0111,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,-0.20,,0.002,-0.03,0.017,-0.014,-0.0026,0.0061,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,-0.10,,0.003,-0.03,0.014,-0.015,-0.0015,0.0025,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,-0.05,,0.003,-0.03,0.010,-0.001,-0.0010,0.0038,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,0.00,1,-0.002,0.03,0.014,0.015,-0.0009,0.0012,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,0.00,2,-0.004,0.02,0.018,0.018,-0.0002,0.0030,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,0.05,,0.020,0.07,0.020,0.022,-0.0010,-0.0015,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,0.10,,0.021,0.05,0.016,0.021,-0.0006,-0.0019,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,0.20,,0.015,0.00,0.014,0.025,0.0010,-0.0092,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,0.30,,0.012,0.00,0.020,0.045,0.0046,-0.0140,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,60,0.40,,-0.001,0.02,0.041,0.059,0.0038,-0.0274,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,-0.40,,0.002,0.06,0.061,-0.049,-0.0092,0.0261,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,-0.30,,0.001,0.07,0.037,-0.022,-0.0069,0.0090,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,-0.20,,-0.004,0.09,0.026,0.003,-0.0034,0.0075,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,-0.10,,-0.004,0.07,0.023,0.010,-0.0018,0.0040,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,-0.05,,-0.001,0.05,0.023,0.005,-0.0016,0.0017,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,0.00,1,0.005,0.02,0.014,0.003,-0.0003,0.0000,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,0.00,2,0.003,0.04,0.014,-0.006,-0.0005,0.0009,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,0.05,,-0.007,0.11,0.025,0.033,-0.0011,0.0015,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,0.10,,-0.003,0.07,0.025,0.015,-0.0003,-0.0012,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,0.20,,0.003,0.07,0.014,0.021,0.0007,-0.0116,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,0.30,,0.008,0.04,0.028,0.028,0.0027,-0.0130,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,65,0.40,,0.012,0.05,0.047,0.039,0.0051,-0.0331,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,-0.40,,-0.001,0.09,0.036,-0.068,0.0147,0.0230,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,-0.30,,0.005,0.08,0.035,-0.025,0.0060,0.0154,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,-0.20,,0.008,0.07,0.023,0.013,0.0028,0.0068,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,-0.10,,0.010,0.06,0.019,0.018,-0.0024,0.0005,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,-0.05,,0.011,0.06,0.016,0.027,-0.0034,-0.0010,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,0.00,1,0.023,-0.06,0.008,-0.016,-0.0017,0.0028,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,0.00,2,0.017,-0.03,0.009,-0.009,0.0000,0.0012,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
