source_id,derived_from,configuration,alpha_deg,omega_b_over_2V,zero_replicate,CA_mid_minus_beta0,CN_mid_minus_beta0,Cm_mid_minus_beta0,CY_mid_minus_beta0,Cl_mid_minus_beta0,Cn_mid_minus_beta0,derivation,qa_status
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,-0.40,,-0.007000,0.005000,-0.002500,0.014000,-0.002350,-0.001300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,-0.30,,-0.007000,-0.005000,-0.002500,0.016000,-0.001300,-0.001450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,-0.20,,-0.006000,0.010000,-0.003000,0.017500,0.000250,-0.001300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,-0.10,,-0.005500,0.005000,-0.002500,0.017000,0.000900,-0.000650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,-0.05,,-0.004000,0.000000,-0.003500,0.016000,0.001050,-0.000600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,-0.03,,-0.003500,0.000000,-0.002500,0.007000,0.000950,-0.000300,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,0.00,1,-0.004000,0.010000,-0.005000,0.005500,0.001150,0.001050,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,0.00,2,-0.007500,0.015000,-0.003500,0.008000,0.001400,0.001150,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,0.03,,-0.006000,-0.010000,0.000500,0.002000,0.000400,0.000450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,0.05,,-0.002500,-0.005000,0.005000,0.001500,0.000550,0.000650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,0.10,,-0.004000,0.000000,0.012000,-0.000500,0.000800,0.000950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,0.20,,-0.000500,-0.005000,0.029500,-0.001500,0.001150,0.001100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,0.30,,0.000500,-0.000000,0.055500,-0.004500,0.001800,0.000250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,0,0.40,,0.002500,0.000000,0.080000,-0.015000,0.002150,-0.001200,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,-0.40,,-0.008000,0.005000,-0.010500,0.009000,-0.001650,0.001200,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,-0.30,,-0.009500,0.005000,-0.005000,0.017500,-0.001350,0.000800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,-0.20,,-0.008000,0.005000,-0.005500,0.023000,-0.000900,0.000650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,-0.10,,-0.006500,0.015000,-0.004500,0.018000,0.000200,0.000550,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,-0.05,,-0.004500,0.020000,-0.003000,0.025000,0.002300,0.000200,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,-0.03,,-0.005000,0.015000,-0.000500,0.019000,0.011250,0.000100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,0.00,1,-0.005000,-0.010000,0.012000,-0.004000,0.018400,0.001250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,0.00,2,-0.006000,-0.005000,0.013000,0.005500,0.019950,0.000850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,0.03,,-0.000500,-0.015000,0.007500,0.008500,0.026850,-0.000250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,0.05,,-0.001000,-0.010000,0.013500,0.009000,0.035200,-0.000350,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,0.10,,-0.001000,-0.020000,0.026500,-0.001000,0.052450,-0.000850,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,0.20,,0.000000,-0.025000,0.059000,-0.007500,0.084800,-0.001450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,0.30,,-0.002500,-0.005000,0.086500,-0.011500,0.109350,-0.002250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,5,0.40,,-0.008000,0.015000,0.118000,-0.017500,0.141650,-0.003400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,-0.40,,-0.019500,-0.120000,-0.014500,0.017500,-0.003250,0.006900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,-0.30,,-0.008000,-0.140000,-0.015000,0.020000,-0.000150,0.006400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,-0.20,,0.004500,-0.180000,-0.023500,0.017500,0.000550,0.004500,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,-0.10,,0.010500,-0.195000,-0.018000,0.016000,0.000700,0.003000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,-0.05,,0.012500,-0.195000,-0.017000,0.013500,0.010350,0.002100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,-0.03,,0.013000,-0.200000,-0.017500,0.010500,0.017800,0.001800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,0.00,1,0.009500,-0.210000,-0.018500,0.006000,0.022950,0.001050,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,0.00,2,0.010500,-0.225000,-0.014000,-0.006500,0.025600,0.001550,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,0.03,,0.010500,-0.190000,-0.019500,0.012500,0.029700,0.000950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,0.05,,0.009500,-0.195000,0.011000,0.007500,0.036250,0.000400,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,0.10,,0.009500,-0.190000,-0.028500,0.004000,0.048250,-0.000950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,0.20,,0.006500,-0.175000,0.054000,0.001500,0.068850,-0.003600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,0.30,,-0.001500,-0.140000,0.096500,0.000500,0.094500,-0.006450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,10,0.40,,-0.013000,-0.100000,-0.037500,-0.001500,0.127100,-0.009000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,-0.30,,-0.014000,-0.080000,-0.052000,0.012500,-0.010350,0.012000,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,-0.20,,-0.013000,-0.070000,-0.045000,0.012500,-0.006650,0.007800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,-0.10,,-0.011500,-0.060000,-0.046000,0.015000,-0.002400,0.003700,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,-0.05,,-0.011000,-0.040000,-0.043500,0.017500,-0.000350,0.001650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,-0.03,,-0.011000,-0.040000,-0.034500,0.016000,-0.000400,0.000750,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,0.00,1,-0.019000,-0.035000,-0.018500,0.013500,0.000350,0.000800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,0.00,2,-0.015500,-0.040000,-0.015500,0.018000,0.000050,0.000100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,0.03,,-0.017000,-0.030000,-0.012000,0.021500,0.000050,-0.000450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,0.05,,-0.016500,-0.035000,-0.003000,0.015000,0.001200,-0.001250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,0.10,,-0.016500,-0.040000,0.020500,0.010000,0.003150,-0.002450,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,0.20,,-0.014500,-0.035000,0.068500,0.005500,0.005400,-0.005100,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,0.30,,-0.013500,-0.065000,0.116500,-0.005000,0.009550,-0.010050,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,15,0.40,,-0.010000,-0.095000,0.172500,-0.018500,0.014250,-0.013900,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,-0.30,,-0.017000,-0.025000,-0.021000,0.026000,0.005550,0.008800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,-0.20,,-0.013000,-0.085000,-0.029500,0.019000,0.002000,0.006150,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,-0.10,,-0.010000,-0.100000,-0.043500,0.021500,-0.004150,0.004800,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,-0.05,,-0.009500,-0.120000,-0.040500,0.011500,-0.002550,0.004250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,-0.03,,-0.009000,-0.110000,-0.031500,0.012000,0.002550,0.003350,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,0.00,1,-0.012000,-0.100000,-0.013000,0.009500,0.008200,0.003250,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,0.00,2,-0.010000,-0.095000,-0.011500,0.007500,0.008000,0.003950,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,0.03,,-0.008000,-0.100000,-0.009500,0.008500,0.010550,0.001650,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_BASIC_F18_BETA_MIDPOINT_RESIDUAL,BETA_PLUS10_BETA_MINUS10_AND_BETA0,Basic F-18 zero-controls beta midpoint consistency residual,20,0.05,,-0.009000,-0.100000,0.002000,0.005000,0.015000,0.000600,0.5*(C(+10deg)+C(-10deg))-C(0deg),DERIVED_MATCHED_GRID_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
