case,group,equilibrium,mode,amplitude,dt_s,duration_s,window_end_s,window_samples,predicted_re_per_s,predicted_im_rad_s,measured_sigma_modal,measured_omega_modal,measured_sigma_state,measured_omega_state,dominant_state,zero_crossings,extrema,wp3d_uncertainty,rate_error,rate_band,rate_agrees,frequency_error,frequency_band,frequency_agrees,reference_amplitude
E182-E,E,table_vii_182,E,0.001,0.1,2000,2000,2001,7.7667467586327E-07,0,1.9699664669643528E-06,0,1.9562000793113303E-06,0,phi,0,0,3.036E-006,1.1932917911010828E-06,9.214E-006,,,,,false
F372.4,F,symmetric_V372.4,critical,1E-06,0.1,1500,510,511,-0.0045131755619470535,0,-0.0045125998643040441,0,-0.004512599908207706,0,phi,0,0,1.169E-006,5.756976430093888E-07,4.874E-005,,,,,false
F372.4,F,symmetric_V372.4,critical,1E-05,0.1,1500,1020,1021,-0.0045131755619470535,0,-0.0045126011260911971,0,-0.004512601147021858,0,phi,0,0,1.169E-006,5.7443585585632839E-07,4.874E-005,,,,,false
F372.4,F,symmetric_V372.4,critical,0.0001,0.1,1500,1020,1021,-0.0045131755619470535,0,-0.0045126156632914584,0,-0.0045126157796616852,0,phi,0,0,1.169E-006,5.5989865559505358E-07,4.874E-005,true,,,,true
F372.4,F,symmetric_V372.4,critical,0.001,0.1,1500,1020,1021,-0.0045131755619470535,0,-0.004512761385259992,0,-0.004512762504643145,0,phi,0,0,1.169E-006,4.1417668706147936E-07,4.874E-005,,,,,false
F377.3,F,symmetric_V377.3,critical,1E-06,0.1,3000,3000,3001,-0.00011151000555694583,0,-0.00011094709603528023,0,-0.00011094709699702866,0,phi,0,0,1.083E-006,5.6290952166560893E-07,4.464E-006,,,,,false
F377.3,F,symmetric_V377.3,critical,1E-05,0.1,3000,3000,3001,-0.00011151000555694583,0,-0.00011095369942851744,0,-0.00011095370138017743,0,phi,0,0,1.083E-006,5.5630612842839228E-07,4.464E-006,,,,,false
F377.3,F,symmetric_V377.3,critical,0.0001,0.1,3000,3000,3001,-0.00011151000555694583,0,-0.00011101971386159886,0,-0.00011101972590286634,0,phi,0,0,1.083E-006,4.902916953469712E-07,4.464E-006,true,,,,true
F377.3,F,symmetric_V377.3,critical,0.001,0.1,3000,3000,3001,-0.00011151000555694583,0,-0.00011167987457077841,0,-0.0001116800024278254,0,phi,0,0,1.083E-006,1.6986901383257832E-07,4.464E-006,,,,,false
F377.6,F,symmetric_V377.6,critical,1E-06,0.1,3000,3000,3001,0.00013053764046712323,0,0.00013110815912171589,0,0.000131108158535692,0,phi,0,0,1.083E-006,5.7051865459266556E-07,4.654E-006,,,,,false
F377.6,F,symmetric_V377.6,critical,1E-05,0.1,3000,3000,3001,0.00013053764046712323,0,0.00013109872625684732,0,0.00013109872737781205,0,phi,0,0,1.083E-006,5.6108578972409E-07,4.654E-006,,,,,false
F377.6,F,symmetric_V377.6,critical,0.0001,0.1,3000,3000,3001,0.00013053764046712323,0,0.00013100444481693998,0,0.00013100446336669462,0,phi,0,0,1.083E-006,4.6680434981675144E-07,4.654E-006,true,,,,true
F377.6,F,symmetric_V377.6,critical,0.001,0.1,3000,3000,3001,0.00013053764046712323,0,0.00013006185911042931,0,0.00013006208649715554,0,phi,0,0,1.083E-006,4.757813566939168E-07,4.654E-006,,,,,false
F382.4,F,symmetric_V382.4,critical,1E-06,0.1,1500,1500,1501,0.0036229889530257279,0,0.0036234718090232122,0,0.0036234719124334474,0,phi,0,0,1.013E-006,4.8285599748426611E-07,3.937E-005,,,,,false
F382.4,F,symmetric_V382.4,critical,1E-05,0.1,1500,1500,1501,0.0036229889530257279,0,0.0036232691721787527,0,0.0036232703694364381,0,phi,0,0,1.013E-006,2.8021915302479244E-07,3.937E-005,,,,,false
F382.4,F,symmetric_V382.4,critical,0.0001,0.1,1500,938,939,0.0036229889530257279,0,0.0036229477399274427,0,0.0036229508451792389,0,phi,0,0,1.013E-006,4.121309828521505E-08,3.937E-005,true,,,,true
F382.4,F,symmetric_V382.4,critical,0.001,0.1,1500,303,304,0.0036229889530257279,0,0.0036221468633049567,0,0.0036221555188208051,0,phi,0,0,1.013E-006,8.4208972077120733E-07,3.937E-005,,,,,false
G+20,G,turning_phi+20,critical,1E-06,0.1,3000,3000,3001,-0.00054761986151965515,0,-0.00029927502084002203,0,-0.00029950824893785555,0,phi,0,0,5.007E-008,0.00024834484067963312,5.726E-006,,,,,false
G+20,G,turning_phi+20,critical,1E-05,0.1,3000,3000,3001,-0.00054761986151965515,0,-0.0005466330498901089,0,-0.00054663659533547393,0,phi,0,0,5.007E-008,9.8681162954625257E-07,5.726E-006,,,,,false
G+20,G,turning_phi+20,critical,0.0001,0.1,3000,3000,3001,-0.00054761986151965515,0,-0.00054757608206472473,0,-0.00054757757520348678,0,phi,0,0,5.007E-008,4.3779454930422193E-08,5.726E-006,true,,,,true
G+20,G,turning_phi+20,critical,0.001,0.1,3000,3000,3001,-0.00054761986151965515,0,-0.00054761393514087041,0,-0.00054761353443803621,0,phi,0,0,5.007E-008,5.9263787847421354E-09,5.726E-006,,,,,false
G-20,G,turning_phi-20,critical,1E-06,0.1,3000,3000,3001,-0.00054762090490069416,0,-0.00029595622000392729,0,-0.00029619077109757392,0,phi,0,0,5.007E-008,0.00025166468489676687,5.726E-006,,,,,false
G-20,G,turning_phi-20,critical,1E-05,0.1,3000,3000,3001,-0.00054762090490069416,0,-0.000546664566638759,0,-0.00054666764978999615,0,phi,0,0,5.007E-008,9.5633826193515428E-07,5.726E-006,,,,,false
G-20,G,turning_phi-20,critical,0.0001,0.1,3000,3000,3001,-0.00054762090490069416,0,-0.00054756201528340228,0,-0.00054756348950333082,0,phi,0,0,5.007E-008,5.8889617291879408E-08,5.726E-006,true,,,,true
G-20,G,turning_phi-20,critical,0.001,0.1,3000,3000,3001,-0.00054762090490069416,0,-0.00054761437442732777,0,-0.00054761397487735057,0,phi,0,0,5.007E-008,6.5304733663914746E-09,5.726E-006,,,,,false
G+2,G,turning_phi+2,critical,1E-06,0.1,3000,3000,3001,-3.2277401334866886E-05,0,-2.6888415787840133E-05,0,-2.6888533747093023E-05,0,phi,0,0,3.642E-009,5.3889855470267533E-06,4.337E-007,,,,,false
G+2,G,turning_phi+2,critical,1E-05,0.1,3000,3000,3001,-3.2277401334866886E-05,0,-3.236573511970522E-05,0,-3.2365650504078628E-05,0,phi,0,0,3.642E-009,8.8333784838334143E-08,4.337E-007,,,,,false
G+2,G,turning_phi+2,critical,0.0001,0.1,3000,3000,3001,-3.2277401334866886E-05,0,-3.2266352430932E-05,0,-3.2266346290112117E-05,0,phi,0,0,3.642E-009,1.1048903934887655E-08,4.337E-007,true,,,,true
G+2,G,turning_phi+2,critical,0.001,0.1,3000,3000,3001,-3.2277401334866886E-05,0,-3.2275354338677274E-05,0,-3.2275361573943514E-05,0,phi,0,0,3.642E-009,2.0469961896116642E-09,4.337E-007,,,,,false
G-2,G,turning_phi-2,critical,1E-06,0.1,3000,3000,3001,-3.2287420324685306E-05,0,-3.2460173511456712E-05,0,-3.2460204424168556E-05,0,phi,0,0,5.814E-009,1.7275318677140611E-07,4.403E-007,,,,,false
G-2,G,turning_phi-2,critical,1E-05,0.1,3000,3000,3001,-3.2287420324685306E-05,0,-3.2272840854869137E-05,0,-3.2272865046188549E-05,0,phi,0,0,5.814E-009,1.4579469816169391E-08,4.403E-007,,,,,false
G-2,G,turning_phi-2,critical,0.0001,0.1,3000,3000,3001,-3.2287420324685306E-05,0,-3.2285643452339466E-05,0,-3.2285645904218328E-05,0,phi,0,0,5.814E-009,1.7768723458406826E-09,4.403E-007,true,,,,true
G-2,G,turning_phi-2,critical,0.001,0.1,3000,3000,3001,-3.2287420324685306E-05,0,-3.2280822131081775E-05,0,-3.2280838473538318E-05,0,phi,0,0,5.814E-009,6.598193603531068E-09,4.403E-007,,,,,false
